date,hour,普洱,汉中,雅安,北海,黑河
20220101,0,18.0,112.0,91.0,59.0,43.0
20220101,1,14.0,101.0,78.0,61.0,37.0
20220101,2,13.0,101.0,72.0,62.0,36.0
20220101,3,11.0,89.0,71.0,60.0,34.0
20220101,4,15.0,76.0,70.0,55.0,27.0
20220101,5,13.0,67.0,58.0,56.0,23.0
20220101,6,9.0,66.0,55.0,56.0,16.0
20220101,7,12.0,57.0,42.0,53.0,22.0
20220101,8,12.0,57.0,56.0,50.0,25.0
20220101,9,15.0,68.0,56.0,52.0,29.0
20220101,10,18.0,76.0,54.0,55.0,32.0
20220101,11,14.0,80.0,55.0,61.0,37.0
20220101,12,13.0,70.0,54.0,59.0,35.0
20220101,13,10.0,75.0,56.0,59.0,22.0
20220101,14,7.0,66.0,52.0,61.0,15.0
20220101,15,12.0,57.0,63.0,66.0,12.0
20220101,16,11.0,52.0,54.0,66.0,16.0
20220101,17,12.0,52.0,47.0,69.0,15.0
20220101,18,13.0,63.0,50.0,67.0,15.0
20220101,19,18.0,84.0,50.0,63.0,18.0
20220101,20,17.0,108.0,54.0,58.0,18.0
20220101,21,20.0,148.0,57.0,49.0,22.0
20220101,22,21.0,154.0,61.0,37.0,22.0
20220101,23,19.0,137.0,60.0,30.0,20.0
20220102,0,20.0,137.0,62.0,27.0,17.0
20220102,1,22.0,131.0,61.0,26.0,16.0
20220102,2,21.0,112.0,58.0,32.0,14.0
20220102,3,14.0,98.0,58.0,29.0,15.0
20220102,4,9.0,80.0,57.0,29.0,13.0
20220102,5,10.0,87.0,56.0,26.0,17.0
20220102,6,10.0,93.0,55.0,29.0,20.0
20220102,7,12.0,84.0,52.0,26.0,24.0
20220102,8,11.0,77.0,51.0,29.0,27.0
20220102,9,9.0,84.0,50.0,32.0,28.0
20220102,10,9.0,95.0,50.0,33.0,25.0
20220102,11,13.0,99.0,59.0,34.0,18.0
20220102,12,11.0,94.0,68.0,36.0,19.0
20220102,13,8.0,65.0,78.0,34.0,15.0
20220102,14,8.0,58.0,76.0,34.0,14.0
20220102,15,8.0,63.0,71.0,38.0,11.0
20220102,16,13.0,61.0,72.0,43.0,13.0
20220102,17,15.0,63.0,76.0,42.0,15.0
20220102,18,9.0,68.0,79.0,45.0,19.0
20220102,19,8.0,91.0,82.0,52.0,23.0
20220102,20,13.0,132.0,94.0,62.0,27.0
20220102,21,22.0,151.0,98.0,73.0,32.0
20220102,22,23.0,138.0,98.0,82.0,24.0
20220102,23,25.0,137.0,98.0,90.0,26.0
20220103,0,21.0,117.0,90.0,95.0,20.0
20220103,1,16.0,111.0,88.0,86.0,18.0
20220103,2,17.0,94.0,88.0,87.0,14.0
20220103,3,18.0,87.0,87.0,88.0,12.0
20220103,4,13.0,81.0,97.0,84.0,12.0
20220103,5,10.0,84.0,110.0,80.0,9.0
20220103,6,7.0,79.0,105.0,73.0,10.0
20220103,7,10.0,78.0,102.0,73.0,12.0
20220103,8,11.0,79.0,98.0,69.0,15.0
20220103,9,17.0,87.0,94.0,69.0,15.0
20220103,10,20.0,90.0,97.0,69.0,20.0
20220103,11,19.0,88.0,102.0,73.0,15.0
20220103,12,13.0,94.0,109.0,67.0,16.0
20220103,13,11.0,93.0,108.0,57.0,14.0
20220103,14,12.0,102.0,100.0,47.0,12.0
20220103,15,9.0,113.0,103.0,35.0,13.0
20220103,16,8.0,107.0,106.0,47.0,15.0
20220103,17,9.0,110.0,105.0,45.0,18.0
20220103,18,12.0,131.0,107.0,39.0,21.0
20220103,19,11.0,141.0,109.0,35.0,24.0
20220103,20,21.0,155.0,113.0,35.0,22.0
20220103,21,22.0,161.0,114.0,19.0,19.0
20220103,22,21.0,153.0,114.0,16.0,16.0
20220103,23,25.0,152.0,113.0,19.0,14.0
20220104,0,21.0,141.0,109.0,25.0,14.0
20220104,1,19.0,130.0,102.0,46.0,14.0
20220104,2,14.0,127.0,100.0,62.0,15.0
20220104,3,12.0,125.0,99.0,65.0,14.0
20220104,4,15.0,124.0,92.0,65.0,16.0
20220104,5,13.0,130.0,89.0,71.0,16.0
20220104,6,13.0,136.0,86.0,81.0,16.0
20220104,7,12.0,141.0,84.0,108.0,15.0
20220104,8,15.0,137.0,83.0,108.0,16.0
20220104,9,17.0,134.0,81.0,134.0,19.0
20220104,10,24.0,146.0,78.0,121.0,20.0
20220104,11,24.0,156.0,72.0,95.0,20.0
20220104,12,17.0,157.0,55.0,43.0,18.0
20220104,13,12.0,154.0,40.0,48.0,17.0
20220104,14,10.0,157.0,31.0,45.0,15.0
20220104,15,9.0,164.0,30.0,51.0,17.0
20220104,16,12.0,160.0,31.0,57.0,20.0
20220104,17,8.0,153.0,33.0,53.0,22.0
20220104,18,14.0,137.0,37.0,44.0,21.0
20220104,19,13.0,136.0,41.0,47.0,18.0
20220104,20,22.0,138.0,41.0,56.0,27.0
20220104,21,26.0,154.0,44.0,53.0,27.0
20220104,22,21.0,173.0,44.0,48.0,30.0
20220104,23,22.0,175.0,40.0,50.0,34.0
20220105,0,21.0,172.0,41.0,50.0,31.0
20220105,1,18.0,163.0,37.0,38.0,33.0
20220105,2,20.0,155.0,35.0,27.0,30.0
20220105,3,20.0,151.0,33.0,24.0,22.0
20220105,4,17.0,148.0,30.0,28.0,18.0
20220105,5,19.0,135.0,28.0,43.0,18.0
20220105,6,16.0,130.0,29.0,60.0,23.0
20220105,7,13.0,122.0,33.0,84.0,25.0
20220105,8,14.0,114.0,34.0,80.0,29.0
20220105,9,16.0,118.0,37.0,65.0,32.0
20220105,10,17.0,121.0,42.0,58.0,34.0
20220105,11,18.0,122.0,48.0,27.0,41.0
20220105,12,17.0,114.0,55.0,24.0,41.0
20220105,13,16.0,112.0,71.0,29.0,40.0
20220105,14,15.0,110.0,76.0,25.0,44.0
20220105,15,10.0,111.0,81.0,25.0,41.0
20220105,16,7.0,109.0,83.0,27.0,37.0
20220105,17,9.0,115.0,89.0,28.0,34.0
20220105,18,11.0,125.0,98.0,33.0,30.0
20220105,19,13.0,147.0,107.0,40.0,31.0
20220105,20,20.0,161.0,111.0,46.0,31.0
20220105,21,22.0,174.0,114.0,49.0,26.0
20220105,22,25.0,178.0,109.0,51.0,24.0
20220105,23,28.0,164.0,103.0,56.0,22.0
20220106,0,23.0,158.0,93.0,51.0,24.0
20220106,1,24.0,150.0,94.0,45.0,22.0
20220106,2,21.0,127.0,90.0,49.0,20.0
20220106,3,15.0,115.0,88.0,43.0,16.0
20220106,4,11.0,106.0,86.0,37.0,15.0
20220106,5,16.0,107.0,84.0,27.0,16.0
20220106,6,16.0,109.0,83.0,22.0,17.0
20220106,7,13.0,102.0,81.0,22.0,25.0
20220106,8,12.0,101.0,78.0,33.0,28.0
20220106,9,15.0,97.0,79.0,56.0,32.0
20220106,10,18.0,97.0,81.0,63.0,25.0
20220106,11,23.0,96.0,87.0,60.0,20.0
20220106,12,19.0,94.0,94.0,49.0,46.0
20220106,13,17.0,76.0,93.0,42.0,41.0
20220106,14,14.0,70.0,86.0,33.0,30.0
20220106,15,10.0,62.0,81.0,30.0,22.0
20220106,16,8.0,66.0,77.0,36.0,18.0
20220106,17,8.0,78.0,72.0,37.0,22.0
20220106,18,9.0,89.0,79.0,35.0,21.0
20220106,19,11.0,108.0,85.0,40.0,22.0
20220106,20,21.0,112.0,91.0,47.0,24.0
20220106,21,19.0,95.0,92.0,46.0,39.0
20220106,22,25.0,83.0,84.0,37.0,88.0
20220106,23,19.0,50.0,78.0,51.0,76.0
20220107,0,18.0,39.0,76.0,69.0,54.0
20220107,1,18.0,37.0,73.0,68.0,57.0
20220107,2,18.0,35.0,70.0,77.0,54.0
20220107,3,15.0,34.0,68.0,71.0,53.0
20220107,4,13.0,33.0,67.0,57.0,47.0
20220107,5,10.0,32.0,66.0,49.0,41.0
20220107,6,9.0,32.0,64.0,42.0,42.0
20220107,7,13.0,32.0,64.0,55.0,46.0
20220107,8,12.0,30.0,62.0,60.0,49.0
20220107,9,15.0,31.0,61.0,68.0,57.0
20220107,10,20.0,31.0,58.0,76.0,78.0
20220107,11,19.0,30.0,59.0,63.0,83.0
20220107,12,22.0,30.0,62.0,58.0,87.0
20220107,13,18.0,31.0,60.0,55.0,76.0
20220107,14,11.0,31.0,59.0,55.0,70.0
20220107,15,10.0,31.0,57.0,46.0,63.0
20220107,16,10.0,31.0,57.0,47.0,59.0
20220107,17,8.0,35.0,56.0,43.0,63.0
20220107,18,15.0,41.0,56.0,42.0,81.0
20220107,19,18.0,43.0,59.0,47.0,52.0
20220107,20,19.0,49.0,57.0,52.0,45.0
20220107,21,24.0,65.0,56.0,59.0,35.0
20220107,22,25.0,73.0,56.0,61.0,29.0
20220107,23,23.0,85.0,57.0,65.0,22.0
20220108,0,22.0,74.0,56.0,69.0,18.0
20220108,1,23.0,68.0,55.0,69.0,18.0
20220108,2,22.0,73.0,55.0,80.0,18.0
20220108,3,21.0,71.0,55.0,75.0,16.0
20220108,4,19.0,71.0,54.0,68.0,14.0
20220108,5,17.0,72.0,54.0,68.0,18.0
20220108,6,13.0,72.0,53.0,69.0,14.0
20220108,7,12.0,72.0,53.0,74.0,15.0
20220108,8,15.0,70.0,53.0,67.0,14.0
20220108,9,18.0,66.0,54.0,63.0,16.0
20220108,10,20.0,64.0,57.0,62.0,17.0
20220108,11,20.0,58.0,60.0,68.0,16.0
20220108,12,22.0,52.0,55.0,63.0,15.0
20220108,13,18.0,54.0,50.0,50.0,11.0
20220108,14,17.0,54.0,48.0,49.0,12.0
20220108,15,13.0,46.0,49.0,61.0,11.0
20220108,16,11.0,43.0,47.0,48.0,12.0
20220108,17,13.0,42.0,43.0,46.0,13.0
20220108,18,11.0,42.0,42.0,52.0,19.0
20220108,19,14.0,47.0,45.0,63.0,25.0
20220108,20,15.0,72.0,49.0,62.0,36.0
20220108,21,21.0,79.0,51.0,62.0,38.0
20220108,22,28.0,78.0,52.0,61.0,30.0
20220108,23,30.0,75.0,50.0,50.0,26.0
20220109,0,23.0,79.0,45.0,43.0,26.0
20220109,1,24.0,78.0,41.0,39.0,23.0
20220109,2,20.0,72.0,39.0,39.0,20.0
20220109,3,23.0,68.0,31.0,37.0,20.0
20220109,4,23.0,62.0,30.0,35.0,18.0
20220109,5,14.0,62.0,30.0,35.0,15.0
20220109,6,20.0,64.0,29.0,28.0,15.0
20220109,7,21.0,63.0,30.0,30.0,16.0
20220109,8,19.0,64.0,27.0,28.0,19.0
20220109,9,19.0,64.0,26.0,21.0,20.0
20220109,10,17.0,68.0,28.0,16.0,20.0
20220109,11,21.0,75.0,29.0,15.0,18.0
20220109,12,18.0,72.0,41.0,15.0,18.0
20220109,13,15.0,71.0,48.0,13.0,17.0
20220109,14,13.0,65.0,49.0,17.0,18.0
20220109,15,10.0,61.0,50.0,17.0,27.0
20220109,16,10.0,58.0,57.0,25.0,34.0
20220109,17,13.0,50.0,59.0,26.0,38.0
20220109,18,11.0,55.0,68.0,26.0,48.0
20220109,19,17.0,63.0,71.0,26.0,75.0
20220109,20,24.0,72.0,77.0,31.0,85.0
20220109,21,24.0,88.0,74.0,29.0,101.0
20220109,22,22.0,102.0,69.0,27.0,99.0
20220109,23,29.0,98.0,63.0,26.0,95.0
20220110,0,29.0,90.0,55.0,25.0,66.0
20220110,1,29.0,75.0,48.0,28.0,33.0
20220110,2,23.0,74.0,45.0,27.0,26.0
20220110,3,20.0,67.0,38.0,23.0,21.0
20220110,4,14.0,66.0,30.0,25.0,15.0
20220110,5,16.0,65.0,26.0,25.0,16.0
20220110,6,20.0,65.0,27.0,25.0,16.0
20220110,7,19.0,70.0,25.0,34.0,15.0
20220110,8,13.0,65.0,23.0,32.0,16.0
20220110,9,19.0,63.0,25.0,32.0,19.0
20220110,10,22.0,47.0,30.0,41.0,20.0
20220110,11,18.0,31.0,33.0,66.0,16.0
20220110,12,21.0,27.0,30.0,72.0,14.0
20220110,13,16.0,26.0,20.0,78.0,12.0
20220110,14,14.0,26.0,15.0,82.0,10.0
20220110,15,9.0,27.0,17.0,76.0,10.0
20220110,16,9.0,31.0,16.0,63.0,15.0
20220110,17,9.0,43.0,17.0,48.0,17.0
20220110,18,8.0,56.0,18.0,35.0,19.0
20220110,19,14.0,72.0,20.0,20.0,20.0
20220110,20,18.0,93.0,25.0,16.0,21.0
20220110,21,22.0,81.0,25.0,11.0,20.0
20220110,22,26.0,87.0,24.0,12.0,20.0
20220110,23,21.0,93.0,24.0,11.0,19.0
20220111,0,21.0,89.0,24.0,7.0,17.0
20220111,1,24.0,74.0,23.0,8.0,16.0
20220111,2,22.0,69.0,23.0,10.0,14.0
20220111,3,25.0,66.0,24.0,10.0,12.0
20220111,4,21.0,60.0,23.0,8.0,11.0
20220111,5,17.0,64.0,22.0,6.0,9.0
20220111,6,13.0,73.0,21.0,7.0,11.0
20220111,7,10.0,69.0,21.0,11.0,11.0
20220111,8,11.0,65.0,22.0,9.0,12.0
20220111,9,13.0,68.0,23.0,10.0,14.0
20220111,10,21.0,68.0,25.0,9.0,14.0
20220111,11,24.0,68.0,25.0,13.0,15.0
20220111,12,26.0,67.0,30.0,11.0,13.0
20220111,13,20.0,63.0,32.0,12.0,10.0
20220111,14,18.0,53.0,31.0,11.0,11.0
20220111,15,13.0,52.0,33.0,14.0,11.0
20220111,16,11.0,51.0,31.0,14.0,15.0
20220111,17,12.0,49.0,34.0,16.0,18.0
20220111,18,16.0,53.0,36.0,18.0,34.0
20220111,19,14.0,69.0,39.0,19.0,65.0
20220111,20,20.0,88.0,44.0,23.0,45.0
20220111,21,27.0,115.0,49.0,28.0,44.0
20220111,22,25.0,123.0,50.0,30.0,34.0
20220111,23,22.0,119.0,48.0,30.0,35.0
20220112,0,26.0,115.0,45.0,28.0,38.0
20220112,1,24.0,104.0,42.0,33.0,33.0
20220112,2,21.0,99.0,42.0,29.0,28.0
20220112,3,18.0,100.0,39.0,24.0,22.0
20220112,4,13.0,101.0,37.0,21.0,15.0
20220112,5,12.0,100.0,38.0,25.0,12.0
20220112,6,12.0,96.0,35.0,42.0,11.0
20220112,7,15.0,94.0,37.0,56.0,15.0
20220112,8,15.0,85.0,36.0,57.0,14.0
20220112,9,18.0,85.0,38.0,45.0,16.0
20220112,10,21.0,106.0,42.0,47.0,19.0
20220112,11,20.0,106.0,46.0,52.0,19.0
20220112,12,21.0,99.0,79.0,50.0,14.0
20220112,13,25.0,92.0,82.0,47.0,16.0
20220112,14,16.0,64.0,82.0,42.0,12.0
20220112,15,47.0,28.0,79.0,36.0,16.0
20220112,16,32.0,26.0,71.0,42.0,21.0
20220112,17,29.0,31.0,62.0,44.0,28.0
20220112,18,32.0,37.0,52.0,52.0,31.0
20220112,19,32.0,46.0,50.0,59.0,34.0
20220112,20,33.0,58.0,54.0,60.0,40.0
20220112,21,37.0,52.0,49.0,59.0,34.0
20220112,22,35.0,56.0,41.0,62.0,29.0
20220112,23,29.0,62.0,36.0,59.0,22.0
20220113,0,32.0,53.0,34.0,57.0,15.0
20220113,1,24.0,58.0,33.0,55.0,12.0
20220113,2,19.0,61.0,33.0,59.0,10.0
20220113,3,19.0,65.0,33.0,55.0,8.0
20220113,4,20.0,59.0,32.0,49.0,10.0
20220113,5,24.0,51.0,29.0,46.0,11.0
20220113,6,16.0,46.0,28.0,35.0,13.0
20220113,7,16.0,39.0,26.0,34.0,13.0
20220113,8,22.0,41.0,25.0,29.0,14.0
20220113,9,25.0,54.0,26.0,29.0,15.0
20220113,10,26.0,45.0,26.0,25.0,12.0
20220113,11,22.0,38.0,26.0,28.0,11.0
20220113,12,26.0,32.0,26.0,33.0,11.0
20220113,13,25.0,19.0,26.0,34.0,8.0
20220113,14,45.0,17.0,25.0,31.0,7.0
20220113,15,14.0,19.0,24.0,26.0,10.0
20220113,16,12.0,17.0,29.0,32.0,11.0
20220113,17,10.0,18.0,33.0,38.0,14.0
20220113,18,12.0,21.0,37.0,46.0,20.0
20220113,19,15.0,25.0,40.0,47.0,38.0
20220113,20,16.0,29.0,45.0,51.0,46.0
20220113,21,19.0,28.0,43.0,59.0,70.0
20220113,22,18.0,25.0,42.0,65.0,72.0
20220113,23,38.0,24.0,38.0,65.0,35.0
20220114,0,33.0,23.0,36.0,63.0,27.0
20220114,1,35.0,25.0,33.0,64.0,24.0
20220114,2,30.0,25.0,30.0,63.0,26.0
20220114,3,30.0,28.0,31.0,65.0,24.0
20220114,4,25.0,39.0,32.0,63.0,25.0
20220114,5,22.0,37.0,31.0,65.0,18.0
20220114,6,19.0,35.0,31.0,68.0,14.0
20220114,7,21.0,37.0,29.0,73.0,15.0
20220114,8,21.0,40.0,28.0,70.0,17.0
20220114,9,25.0,42.0,29.0,67.0,33.0
20220114,10,25.0,46.0,34.0,69.0,37.0
20220114,11,25.0,52.0,43.0,71.0,36.0
20220114,12,22.0,53.0,64.0,67.0,38.0
20220114,13,20.0,52.0,89.0,59.0,30.0
20220114,14,15.0,54.0,93.0,49.0,49.0
20220114,15,14.0,52.0,86.0,47.0,34.0
20220114,16,15.0,50.0,102.0,52.0,31.0
20220114,17,11.0,51.0,100.0,52.0,28.0
20220114,18,12.0,55.0,106.0,54.0,30.0
20220114,19,16.0,65.0,108.0,53.0,32.0
20220114,20,20.0,79.0,109.0,56.0,41.0
20220114,21,24.0,99.0,108.0,56.0,44.0
20220114,22,45.0,124.0,112.0,56.0,32.0
20220114,23,28.0,129.0,109.0,59.0,64.0
20220115,0,25.0,111.0,105.0,66.0,40.0
20220115,1,28.0,109.0,103.0,66.0,57.0
20220115,2,21.0,96.0,98.0,64.0,66.0
20220115,3,16.0,98.0,97.0,61.0,25.0
20220115,4,14.0,96.0,94.0,55.0,22.0
20220115,5,14.0,83.0,90.0,52.0,23.0
20220115,6,17.0,80.0,90.0,54.0,19.0
20220115,7,17.0,74.0,88.0,58.0,21.0
20220115,8,21.0,72.0,85.0,62.0,22.0
20220115,9,21.0,80.0,82.0,61.0,20.0
20220115,10,19.0,84.0,84.0,56.0,19.0
20220115,11,21.0,82.0,88.0,54.0,21.0
20220115,12,25.0,82.0,100.0,52.0,16.0
20220115,13,22.0,84.0,107.0,52.0,12.0
20220115,14,14.0,82.0,100.0,49.0,13.0
20220115,15,16.0,75.0,102.0,37.0,13.0
20220115,16,15.0,70.0,92.0,34.0,13.0
20220115,17,14.0,68.0,87.0,32.0,12.0
20220115,18,14.0,70.0,91.0,27.0,12.0
20220115,19,14.0,82.0,99.0,25.0,16.0
20220115,20,23.0,109.0,100.0,29.0,14.0
20220115,21,21.0,137.0,100.0,29.0,15.0
20220115,22,21.0,147.0,100.0,36.0,15.0
20220115,23,19.0,157.0,95.0,55.0,13.0
20220116,0,16.0,130.0,85.0,71.0,15.0
20220116,1,12.0,129.0,78.0,77.0,15.0
20220116,2,18.0,125.0,70.0,68.0,13.0
20220116,3,20.0,105.0,62.0,46.0,13.0
20220116,4,21.0,99.0,65.0,33.0,14.0
20220116,5,15.0,99.0,65.0,26.0,13.0
20220116,6,12.0,97.0,59.0,26.0,13.0
20220116,7,14.0,91.0,58.0,29.0,11.0
20220116,8,11.0,93.0,63.0,25.0,12.0
20220116,9,15.0,98.0,60.0,27.0,14.0
20220116,10,16.0,108.0,60.0,30.0,13.0
20220116,11,18.0,104.0,74.0,37.0,12.0
20220116,12,17.0,91.0,89.0,39.0,11.0
20220116,13,14.0,86.0,99.0,32.0,11.0
20220116,14,10.0,81.0,88.0,23.0,11.0
20220116,15,6.0,70.0,66.0,17.0,14.0
20220116,16,9.0,56.0,67.0,22.0,14.0
20220116,17,7.0,52.0,72.0,42.0,14.0
20220116,18,10.0,50.0,80.0,32.0,17.0
20220116,19,11.0,66.0,75.0,21.0,18.0
20220116,20,9.0,103.0,84.0,16.0,20.0
20220116,21,14.0,138.0,94.0,18.0,18.0
20220116,22,16.0,156.0,94.0,20.0,18.0
20220116,23,21.0,132.0,88.0,13.0,17.0
20220117,0,18.0,118.0,84.0,12.0,15.0
20220117,1,14.0,104.0,81.0,10.0,14.0
20220117,2,16.0,97.0,81.0,13.0,10.0
20220117,3,14.0,97.0,78.0,12.0,11.0
20220117,4,9.0,94.0,74.0,11.0,10.0
20220117,5,12.0,89.0,73.0,10.0,15.0
20220117,6,10.0,80.0,68.0,9.0,12.0
20220117,7,8.0,91.0,66.0,9.0,13.0
20220117,8,11.0,82.0,58.0,5.0,16.0
20220117,9,13.0,79.0,59.0,4.0,19.0
20220117,10,14.0,90.0,61.0,4.0,20.0
20220117,11,19.0,97.0,62.0,3.0,22.0
20220117,12,17.0,93.0,77.0,4.0,14.0
20220117,13,15.0,84.0,94.0,2.0,9.0
20220117,14,10.0,74.0,84.0,3.0,9.0
20220117,15,9.0,70.0,80.0,3.0,9.0
20220117,16,11.0,61.0,83.0,7.0,12.0
20220117,17,8.0,50.0,75.0,10.0,9.0
20220117,18,13.0,47.0,82.0,7.0,13.0
20220117,19,12.0,68.0,91.0,6.0,15.0
20220117,20,16.0,103.0,93.0,7.0,21.0
20220117,21,21.0,135.0,91.0,5.0,18.0
20220117,22,22.0,138.0,92.0,9.0,16.0
20220117,23,26.0,137.0,90.0,7.0,17.0
20220118,0,24.0,123.0,88.0,11.0,15.0
20220118,1,26.0,107.0,85.0,10.0,16.0
20220118,2,23.0,99.0,84.0,10.0,18.0
20220118,3,14.0,89.0,83.0,11.0,15.0
20220118,4,15.0,85.0,82.0,10.0,15.0
20220118,5,18.0,68.0,79.0,9.0,14.0
20220118,6,16.0,76.0,77.0,10.0,16.0
20220118,7,12.0,77.0,76.0,9.0,14.0
20220118,8,15.0,76.0,73.0,11.0,13.0
20220118,9,23.0,83.0,71.0,13.0,13.0
20220118,10,22.0,92.0,74.0,15.0,13.0
20220118,11,16.0,87.0,78.0,14.0,13.0
20220118,12,18.0,80.0,94.0,17.0,13.0
20220118,13,12.0,76.0,102.0,18.0,10.0
20220118,14,12.0,63.0,100.0,15.0,10.0
20220118,15,11.0,66.0,102.0,16.0,9.0
20220118,16,10.0,75.0,109.0,13.0,10.0
20220118,17,9.0,80.0,101.0,15.0,12.0
20220118,18,9.0,88.0,103.0,11.0,17.0
20220118,19,15.0,113.0,101.0,12.0,19.0
20220118,20,18.0,140.0,100.0,17.0,22.0
20220118,21,24.0,141.0,103.0,15.0,18.0
20220118,22,27.0,165.0,98.0,17.0,15.0
20220118,23,26.0,177.0,94.0,17.0,16.0
20220119,0,23.0,166.0,94.0,17.0,11.0
20220119,1,20.0,143.0,92.0,14.0,10.0
20220119,2,18.0,154.0,89.0,16.0,10.0
20220119,3,16.0,137.0,86.0,12.0,9.0
20220119,4,15.0,124.0,84.0,13.0,11.0
20220119,5,13.0,108.0,82.0,12.0,10.0
20220119,6,12.0,109.0,77.0,14.0,11.0
20220119,7,9.0,98.0,80.0,12.0,9.0
20220119,8,14.0,91.0,73.0,14.0,9.0
20220119,9,14.0,93.0,69.0,16.0,9.0
20220119,10,15.0,97.0,72.0,13.0,8.0
20220119,11,13.0,102.0,76.0,11.0,11.0
20220119,12,12.0,100.0,86.0,10.0,11.0
20220119,13,12.0,99.0,115.0,9.0,9.0
20220119,14,11.0,93.0,118.0,9.0,8.0
20220119,15,10.0,79.0,117.0,9.0,11.0
20220119,16,8.0,72.0,120.0,9.0,10.0
20220119,17,9.0,68.0,124.0,10.0,13.0
20220119,18,12.0,72.0,133.0,13.0,19.0
20220119,19,13.0,90.0,136.0,16.0,30.0
20220119,20,20.0,131.0,140.0,17.0,37.0
20220119,21,29.0,179.0,141.0,24.0,43.0
20220119,22,31.0,173.0,136.0,60.0,37.0
20220119,23,27.0,157.0,128.0,70.0,29.0
20220120,0,21.0,129.0,125.0,63.0,28.0
20220120,1,16.0,128.0,122.0,62.0,25.0
20220120,2,21.0,111.0,117.0,67.0,20.0
20220120,3,20.0,99.0,117.0,111.0,16.0
20220120,4,15.0,106.0,115.0,139.0,14.0
20220120,5,13.0,100.0,117.0,133.0,12.0
20220120,6,11.0,89.0,117.0,111.0,10.0
20220120,7,12.0,82.0,120.0,112.0,13.0
20220120,8,12.0,87.0,128.0,98.0,18.0
20220120,9,13.0,99.0,126.0,72.0,16.0
20220120,10,19.0,112.0,129.0,68.0,13.0
20220120,11,13.0,108.0,127.0,50.0,10.0
20220120,12,13.0,96.0,113.0,34.0,11.0
20220120,13,13.0,85.0,113.0,27.0,8.0
20220120,14,17.0,73.0,114.0,21.0,7.0
20220120,15,11.0,67.0,110.0,25.0,6.0
20220120,16,10.0,59.0,97.0,23.0,10.0
20220120,17,10.0,57.0,91.0,22.0,15.0
20220120,18,10.0,61.0,91.0,26.0,19.0
20220120,19,13.0,64.0,109.0,71.0,32.0
20220120,20,14.0,68.0,117.0,96.0,41.0
20220120,21,19.0,71.0,118.0,106.0,58.0
20220120,22,20.0,73.0,115.0,130.0,58.0
20220120,23,21.0,71.0,107.0,158.0,41.0
20220121,0,19.0,69.0,96.0,178.0,38.0
20220121,1,19.0,69.0,83.0,204.0,34.0
20220121,2,18.0,66.0,74.0,167.0,27.0
20220121,3,18.0,61.0,74.0,143.0,22.0
20220121,4,16.0,58.0,73.0,100.0,18.0
20220121,5,18.0,55.0,75.0,74.0,16.0
20220121,6,20.0,54.0,83.0,64.0,16.0
20220121,7,16.0,50.0,92.0,59.0,14.0
20220121,8,20.0,46.0,91.0,57.0,14.0
20220121,9,19.0,48.0,88.0,55.0,16.0
20220121,10,16.0,48.0,84.0,48.0,17.0
20220121,11,21.0,48.0,80.0,43.0,24.0
20220121,12,20.0,46.0,72.0,40.0,32.0
20220121,13,15.0,43.0,67.0,28.0,29.0
20220121,14,11.0,42.0,67.0,30.0,29.0
20220121,15,11.0,41.0,67.0,29.0,29.0
20220121,16,15.0,41.0,67.0,23.0,31.0
20220121,17,12.0,41.0,69.0,21.0,29.0
20220121,18,10.0,44.0,71.0,21.0,33.0
20220121,19,10.0,45.0,73.0,24.0,34.0
20220121,20,18.0,45.0,68.0,27.0,49.0
20220121,21,17.0,42.0,59.0,27.0,101.0
20220121,22,19.0,37.0,55.0,39.0,100.0
20220121,23,17.0,34.0,52.0,57.0,87.0
20220122,0,20.0,32.0,52.0,62.0,78.0
20220122,1,21.0,31.0,51.0,50.0,42.0
20220122,2,15.0,30.0,48.0,38.0,30.0
20220122,3,20.0,29.0,47.0,26.0,23.0
20220122,4,14.0,29.0,41.0,19.0,19.0
20220122,5,17.0,28.0,39.0,20.0,17.0
20220122,6,13.0,29.0,37.0,25.0,18.0
20220122,7,13.0,30.0,32.0,33.0,15.0
20220122,8,17.0,32.0,25.0,30.0,20.0
20220122,9,16.0,32.0,23.0,23.0,18.0
20220122,10,13.0,34.0,16.0,16.0,17.0
20220122,11,13.0,34.0,10.0,17.0,24.0
20220122,12,12.0,36.0,7.0,20.0,15.0
20220122,13,11.0,37.0,8.0,25.0,50.0
20220122,14,10.0,37.0,8.0,36.0,50.0
20220122,15,10.0,38.0,8.0,41.0,55.0
20220122,16,12.0,39.0,9.0,39.0,49.0
20220122,17,11.0,41.0,9.0,30.0,39.0
20220122,18,10.0,42.0,9.0,17.0,33.0
20220122,19,13.0,44.0,11.0,11.0,38.0
20220122,20,20.0,45.0,10.0,19.0,84.0
20220122,21,20.0,43.0,14.0,23.0,90.0
20220122,22,22.0,43.0,19.0,26.0,93.0
20220122,23,27.0,46.0,21.0,27.0,88.0
20220123,0,24.0,45.0,21.0,20.0,61.0
20220123,1,23.0,43.0,24.0,14.0,51.0
20220123,2,22.0,39.0,27.0,11.0,33.0
20220123,3,21.0,39.0,26.0,10.0,27.0
20220123,4,24.0,39.0,26.0,9.0,23.0
20220123,5,20.0,36.0,27.0,9.0,19.0
20220123,6,15.0,37.0,26.0,8.0,14.0
20220123,7,17.0,33.0,23.0,8.0,13.0
20220123,8,21.0,35.0,22.0,9.0,16.0
